"","number","sp","Dataset","TraitValue","TraitValueClean","Lat","Lon","DataContributor","TraitName","TraitNameClean","extra","extra2"
"2067",2067,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","21.312","69.045","20.831","""Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson""","""SLA""","SLA",NA,NA
"2068",2068,"Vaccinium myrtillus","""LOMB""","0.1","0.1","62.06711","12.24481","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2069",2069,"Vaccinium myrtillus","""Abisko""","0.210666667","0.210666667","68.34831","18.82043","""Anne Milbau""","""SeedMass"";;","SeedMass",NA,NA
"2070",2070,"Vaccinium myrtillus","""TAMB""","0.15","0.15","68.33694","21.32006","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2071",2071,"Vaccinium myrtillus","""Abisko""","0.213333333","0.213333333","68.34831","18.82043","""Anne Milbau""","""SeedMass"";;","SeedMass",NA,NA
"2072",2072,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","17.35765714","69.05785748","20.81509052","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"2073",2073,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","18.811","69.045","20.831","""Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson""","""SLA""","SLA",NA,NA
"2074",2074,"Vaccinium myrtillus","""Sheffield Database""","18.7354085603113","18.7354085603113","53.4","-1.5","""Johannes Cornelissen""","""SLA"";;","SLA",NA,NA
"2075",2075,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","21.29219048","69.06051336","20.81442096","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"2076",2076,"Vaccinium myrtillus","""Abisko_Nadia""","20.22047125","20.22047125","68.3725","18.6475","""Nadia Soudzilovskaia""","""SLA"";;","SLA",NA,NA
"2077",2077,"Vaccinium myrtillus","""Sheffield Database""","16.258064516129","16.258064516129","53.4","-1.5","""Johannes Cornelissen""","""SLA"";;","SLA",NA,NA
"2078",2078,"Vaccinium myrtillus","""LOMB""","0.12","0.12","62.06711","12.24481","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2079",2079,"Vaccinium myrtillus","""LOMB""","0.11","0.11","62.06711","12.24481","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2080",2080,"Vaccinium myrtillus","""The Netherlands Plant Traits Database""","22.5150183150183","22.5150183150183","52.01","5.48","""Jenny Ordonez""","""SLA"";;","SLA",NA,NA
"2081",2081,"Vaccinium myrtillus","""LOMB""","0.11","0.11","62.06711","12.24481","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2082",2082,"Vaccinium myrtillus","""Abisko""","15.30664063","15.30664063","68.32305","18.86583","""Mariska Te Beest""","""SLA"";;","SLA",NA,NA
"2083",2083,"Vaccinium myrtillus","""Filia""","18.48","18.48","42.46391","0.96144","""Alba Anadon-Rosell""","""SLA"";;","SLA",NA,NA
"2084",2084,"Vaccinium myrtillus","""Stillberg""","19.92854545","19.92854545","46.77","9.87","""Janet Prevey""","""SLA"";;","SLA",NA,NA
"2085",2085,"Vaccinium myrtillus","""The Global Leaf Traits""","20.518055556","20.518055556","53.4","-1.5","""Serge Sheremetev""","""SLA"";;","SLA",NA,NA
"2086",2086,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","0.093","69.045","20.831","""Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson""","""PlantHeight""","PlantHeight",NA,NA
"2087",2087,"Vaccinium myrtillus","""Abisko""","0.08","0.08","68.355968","18.722872","""Martin Hallinger""","""PlantHeight"";;","PlantHeight",NA,NA
"2088",2088,"Vaccinium myrtillus","""The Global Leaf Traits""","23.299352751","23.299352751","53.4","-1.5","""Serge Sheremetev""","""SLA"";;","SLA",NA,NA
"2089",2089,"Vaccinium myrtillus","""LOGH""","0.02","0.02","62.10253","12.34458","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2090",2090,"Vaccinium myrtillus","""Abisko""","0.05","0.05","68.32842","18.83924167","""Mariska Te Beest""","""PlantHeight"";;","PlantHeight",NA,NA
"2091",2091,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","19.25216606","69.06829482","20.80471774","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"2092",2092,"Vaccinium myrtillus","""LOGH""","0.02","0.02","62.10253","12.34458","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2093",2093,"Vaccinium myrtillus","""Stillberg""","20.4924","20.4924","46.77","9.87","""Janet Prevey""","""SLA"";;","SLA",NA,NA
"2094",2094,"Vaccinium myrtillus","""Abisko & Sheffield Database""","20.7515578346859","20.7515578346859","68.33","18.85","""Johannes Cornelissen""","""SLA"";;","SLA",NA,NA
"2095",2095,"Vaccinium myrtillus","""FURI""","0.02","0.02","61.63542","12.6375","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2096",2096,"Vaccinium myrtillus","""RIRI""","0.05","0.05","67.77306","17.53611","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2097",2097,"Vaccinium myrtillus","""LOGH""","0.02","0.02","62.10253","12.34458","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2098",2098,"Vaccinium myrtillus","""Escunhau""","22.82","22.82","42.66969","0.8388","""Alba Anadon-Rosell""","""SLA"";;","SLA",NA,NA
"2099",2099,"Vaccinium myrtillus","""The Global Leaf Traits""","19.222346369","19.222346369","53.4","-1.5","""Serge Sheremetev""","""SLA"";;","SLA",NA,NA
"2100",2100,"Vaccinium myrtillus","""The Global Leaf Traits""","18.947368421","18.947368421","53.4","-1.5","""Serge Sheremetev""","""SLA"";;","SLA",NA,NA
"2101",2101,"Vaccinium myrtillus","""The Global Leaf Traits""","19.07082153","19.07082153","53.4","-1.5","""Serge Sheremetev""","""SLA"";;","SLA",NA,NA
"2102",2102,"Vaccinium myrtillus","""RIRI""","0.06","0.06","67.77306","17.53611","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2103",2103,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","13.92887006","69.05734899","20.80018055","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"2104",2104,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","20.03198529","69.06623645","20.82045962","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"2105",2105,"Vaccinium myrtillus","""FUMB""","0.05","0.05","61.64506","12.59014","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2106",2106,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","20.66917808","69.06837226","20.80586398","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"2107",2107,"Vaccinium myrtillus","""FUMB""","0.05","0.05","61.64506","12.59014","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2108",2108,"Vaccinium myrtillus","""Ecological Flora of the British Isles""","0.25","0.25",NA,NA,"""Henry Ford""","""PlantHeight"";;","PlantHeight",NA,NA
"2109",2109,"Vaccinium myrtillus","""The VISTA Plant Trait Database""","18.17","18.17","62.7","11.08","""Eric Garnier""","""SLA"";;","SLA",NA,NA
"2110",2110,"Vaccinium myrtillus","""Ecological Flora of the British Isles""","0.1","0.1",NA,NA,"""Henry Ford""","""PlantHeight"";;","PlantHeight",NA,NA
"2111",2111,"Vaccinium myrtillus","""Abisko""","18.16455696","18.16455696","68.44055","18.2747","""Mariska Te Beest""","""SLA"";;","SLA",NA,NA
"2112",2112,"Vaccinium myrtillus","""European Mountain Meadows Plant Traits Database""","19.3607605591038","19.3607605591038","57.25","-3.5","""Michael Bahn""","""SLA"";;","SLA",NA,NA
"2113",2113,"Vaccinium myrtillus","""The Global Leaf Traits""","18.23","18.23","53.4","-1.5","""Serge Sheremetev""","""SLA"";;","SLA",NA,NA
"2114",2114,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","19.786175","69.05680342","20.81049567","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"2115",2115,"Vaccinium myrtillus","""FUMB""","0.07","0.07","61.64506","12.59014","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2116",2116,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","0.103","69.06241787","20.81646458","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""PlantHeight""","PlantHeight",NA,NA
"2117",2117,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","0.136","69.06241787","20.81646458","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""PlantHeight""","PlantHeight",NA,NA
"2118",2118,"Vaccinium myrtillus","""Sheffield Database""","14.3333333333333","14.3333333333333","53.4","-1.5","""Johannes Cornelissen""","""SLA"";;","SLA",NA,NA
"2119",2119,"Vaccinium myrtillus","""The Netherlands Plant Traits Database""","0.42","0.42","52.01","5.48","""Jenny Ordonez""","""PlantHeight"";;","PlantHeight",NA,NA
"2120",2120,"Vaccinium myrtillus","""FURI""","0.04","0.04","61.63542","12.6375","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2121",2121,"Vaccinium myrtillus","""Filia""","16.61","16.61","42.46391","0.96144","""Alba Anadon-Rosell""","""SLA"";;","SLA",NA,NA
"2122",2122,"Vaccinium myrtillus","""Altitudinal Vicariants Spain""","23.5769230769231","23.5769230769231","43.27","-5.16","""Ruben Milla""","""SLA"";;","SLA",NA,NA
"2123",2123,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","0.085","69.045","20.831","""Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson""","""PlantHeight""","PlantHeight",NA,NA
"2124",2124,"Vaccinium myrtillus","""TAMB""","0.09","0.09","68.33694","21.32006","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2125",2125,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","20.39547945","69.05927308","20.82736263","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"2126",2126,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","18.85520697","69.06856842","20.81208539","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"2127",2127,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","17.26204969","69.05927308","20.82736263","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"2128",2128,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","0.076","69.05758341","20.80775942","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""PlantHeight""","PlantHeight",NA,NA
"2129",2129,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","0.038","69.07008685","20.82800218","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""PlantHeight""","PlantHeight",NA,NA
"2130",2130,"Vaccinium myrtillus","""FURI""","0.01","0.01","61.63542","12.6375","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2131",2131,"Vaccinium myrtillus","""LOGH""","0.04","0.04","62.10253","12.34458","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2132",2132,"Vaccinium myrtillus","""FURI""","0.06","0.06","61.63542","12.6375","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2133",2133,"Vaccinium myrtillus","""Sheffield Database""","7.32621359223301","7.32621359223301","53.4","-1.5","""Johannes Cornelissen""","""SLA"";;","SLA",NA,NA
"2134",2134,"Vaccinium myrtillus","""FURI""","0.01","0.01","61.63542","12.6375","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2135",2135,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","0.093","69.06393782","20.83234994","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""PlantHeight""","PlantHeight",NA,NA
"2136",2136,"Vaccinium myrtillus","""LORI""","0.07","0.07","62.11508","12.27236","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2137",2137,"Vaccinium myrtillus","""TAMB""","0.07","0.07","68.33694","21.32006","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2138",2138,"Vaccinium myrtillus","""The Global Leaf Traits""","27.3125","27.3125","43.27","-5.16","""Serge Sheremetev""","""SLA"";;","SLA",NA,NA
"2139",2139,"Vaccinium myrtillus","""TAMB""","0.07","0.07","68.33694","21.32006","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2140",2140,"Vaccinium myrtillus","""TAMB""","0.07","0.07","68.33694","21.32006","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2141",2141,"Vaccinium myrtillus","""LORI""","0.04","0.04","62.11508","12.27236","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2142",2142,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","21.19603175","69.06393782","20.83234994","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"2143",2143,"Vaccinium myrtillus","""FURI""","0.02","0.02","61.63542","12.6375","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2144",2144,"Vaccinium myrtillus","""RIRI""","0.07","0.07","67.77306","17.53611","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2145",2145,"Vaccinium myrtillus","""FURI""","0.03","0.03","61.63542","12.6375","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2146",2146,"Vaccinium myrtillus","""FURI""","0.03","0.03","61.63542","12.6375","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2147",2147,"Vaccinium myrtillus","""TAMB""","0.08","0.08","68.33694","21.32006","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2148",2148,"Vaccinium myrtillus","""FURI""","0.03","0.03","61.63542","12.6375","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2149",2149,"Vaccinium myrtillus","""LOMB""","0.14","0.14","62.06711","12.24481","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2150",2150,"Vaccinium myrtillus","""FURI""","0.03","0.03","61.63542","12.6375","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2151",2151,"Vaccinium myrtillus","""TAMB""","0.08","0.08","68.33694","21.32006","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2152",2152,"Vaccinium myrtillus","""TAMB""","0.08","0.08","68.33694","21.32006","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2153",2153,"Vaccinium myrtillus","""Filia""","30.16","30.16","42.46391","0.96144","""Alba Anadon-Rosell""","""SLA"";;","SLA",NA,NA
"2154",2154,"Vaccinium myrtillus","""TAMB""","0.08","0.08","68.33694","21.32006","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2155",2155,"Vaccinium myrtillus","""FURI""","0.03","0.03","61.63542","12.6375","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2156",2156,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","22.68821918","69.06727337","20.79994421","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"2157",2157,"Vaccinium myrtillus","""Flora d’Italia Functional Traits Hoard (FIFTH)""","27.6106523809524","27.6106523809524","45.75","8.65","""Bruno E. L. Cerabolini""","""SLA"";;","SLA",NA,NA
"2158",2158,"Vaccinium myrtillus","""Filia""","16.71","16.71","42.46391","0.96144","""Alba Anadon-Rosell""","""SLA"";;","SLA",NA,NA
"2159",2159,"Vaccinium myrtillus","""TAMB""","0.09","0.09","68.33694","21.32006","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2160",2160,"Vaccinium myrtillus","""Abisko_Nadia""","17.01605643","17.01605643","68.3725","18.6475","""Nadia Soudzilovskaia""","""SLA"";;","SLA",NA,NA
"2161",2161,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","0.098","69.06856842","20.81208539","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""PlantHeight""","PlantHeight",NA,NA
"2162",2162,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","0.104","69.06829482","20.80471774","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""PlantHeight""","PlantHeight",NA,NA
"2163",2163,"Vaccinium myrtillus","""LOMB""","0.14","0.14","62.06711","12.24481","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2164",2164,"Vaccinium myrtillus","""LOMB""","0.15","0.15","62.06711","12.24481","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2165",2165,"Vaccinium myrtillus","""The Functional Ecology of Trees (FET) Database  - Jena""","13.6986301369863","13.6986301369863","68.36","18.76","""Christian Wirth""","""SLA"";;","SLA",NA,NA
"2166",2166,"Vaccinium myrtillus","""TAMB""","0.09","0.09","68.33694","21.32006","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2167",2167,"Vaccinium myrtillus","""The Global Leaf Traits""","14.58","14.58","53.4","-1.5","""Serge Sheremetev""","""SLA"";;","SLA",NA,NA
"2168",2168,"Vaccinium myrtillus","""The Global Leaf Traits""","14.642857143","14.642857143","53.4","-1.5","""Serge Sheremetev""","""SLA"";;","SLA",NA,NA
"2169",2169,"Vaccinium myrtillus","""TAMB""","0.1","0.1","68.33694","21.32006","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2170",2170,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","0.038","69.06521865","20.81930648","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""PlantHeight""","PlantHeight",NA,NA
"2171",2171,"Vaccinium myrtillus","""TAMB""","0.09","0.09","68.33694","21.32006","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2172",2172,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","17.1298152","69.06086401","20.82186949","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"2173",2173,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","18.29687861","69.06186763","20.8265966","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"2174",2174,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","0.103","69.06917558","20.80554958","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""PlantHeight""","PlantHeight",NA,NA
"2175",2175,"Vaccinium myrtillus","""Altitudinal Vicariants Spain""","0.18","0.18","43.27","-5.16","""Ruben Milla""","""PlantHeight"";;","PlantHeight",NA,NA
"2176",2176,"Vaccinium myrtillus","""Abisko""","0.236666667","0.236666667","68.34831","18.82043","""Anne Milbau""","""SeedMass"";;","SeedMass",NA,NA
"2177",2177,"Vaccinium myrtillus","""Altitudinal Vicariants Spain""","0.19","0.19","43.27","-5.16","""Ruben Milla""","""PlantHeight"";;","PlantHeight",NA,NA
"2178",2178,"Vaccinium myrtillus","""GLOPNET - Global Plant Trait Network Database""","18.5725002288184","18.5725002288184","68","19.5","""Ian Wright""","""SLA"";;","SLA",NA,NA
"2179",2179,"Vaccinium myrtillus","""The Global Leaf Traits""","28.160714286","28.160714286","43.27","-5.16","""Serge Sheremetev""","""SLA"";;","SLA",NA,NA
"2180",2180,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","23.34183206","69.06966308","20.81683778","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"2181",2181,"Vaccinium myrtillus","""The Global Leaf Traits""","16.835294118","16.835294118","53.4","-1.5","""Serge Sheremetev""","""SLA"";;","SLA",NA,NA
"2182",2182,"Vaccinium myrtillus","""Filia""","0.13","0.13","42.46391","0.96144","""Alba Anadon-Rosell""","""PlantHeight"";;","PlantHeight",NA,NA
"2183",2183,"Vaccinium myrtillus","""The Global Leaf Traits""","18.17","18.17","62.78","11.03","""Serge Sheremetev""","""SLA"";;","SLA",NA,NA
"2184",2184,"Vaccinium myrtillus","""FURI""","0.07","0.07","61.63542","12.6375","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2185",2185,"Vaccinium myrtillus","""FURI""","0.1","0.1","61.63542","12.6375","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2186",2186,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","20.27379928","69.06393782","20.83234994","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"2187",2187,"Vaccinium myrtillus","""TAMB""","0.12","0.12","68.33694","21.32006","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2188",2188,"Vaccinium myrtillus","""Stillberg""","19.10681818","19.10681818","46.77","9.87","""Janet Prevey""","""SLA"";;","SLA",NA,NA
"2189",2189,"Vaccinium myrtillus","""Abisko""","0.09","0.09","68.32842","18.83924167","""Mariska Te Beest""","""PlantHeight"";;","PlantHeight",NA,NA
"2190",2190,"Vaccinium myrtillus","""Stillberg""","0.14","0.14","46.77","9.87","""Janet Prevey""","""PlantHeight"";;","PlantHeight",NA,NA
"2191",2191,"Vaccinium myrtillus","""LOMB""","0.1","0.1","62.06711","12.24481","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2192",2192,"Vaccinium myrtillus","""Altitudinal Vicariants Spain""","28.1607142857143","28.1607142857143","43.27","-5.16","""Ruben Milla""","""SLA"";;","SLA",NA,NA
"2193",2193,"Vaccinium myrtillus","""LOMB""","0.1","0.1","62.06711","12.24481","""Tage Vowles""","""PlantHeight"";;","PlantHeight",NA,NA
"2194",2194,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","20.31037815","69.05785748","20.81509052","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
"2195",2195,"Vaccinium myrtillus","""Abisko_Nadia""","16.49617439","16.49617439","68.3725","18.6475","""Nadia Soudzilovskaia""","""SLA"";;","SLA",NA,NA
"2196",2196,"Vaccinium myrtillus","""Kilpisjarvi"," Finland""","16.80070093","69.06917558","20.80554958","""Konsta Happonen; Anna-Maria Virkkala; Miska Luoto""","""SLA""","SLA",NA,NA
